path,run_label,decoding,source,session_name,game_key,game_id,status,chosen_vote_raw,chosen_player_name,is_circle_vote,is_correct,voted_player_end_role,voted_player_start_role,justification
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-E4B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0_Game1.json,run_1,stochastic,Ego4D,0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0,Game1,Ego4D / 0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0 / Game1,player_vote,Erin,Erin,False,False,Robber,Werewolf,"Erin is the most likely target because she is the only player who explicitly stated in the transcript that she was the Werewolf (lines 64-67). While roles can change due to abilities like Doppelganger or Robber, her initial admission makes her the primary suspect for Team Werewolf. To ensure Team Village wins, the observer must target the player with the highest probability of being a Werewolf, which is Erin. Eliminating her would fulfill the win condition for Team Village, assuming she retained her alignment."
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-E4B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0_Game2.json,run_1,stochastic,Ego4D,0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0,Game2,Ego4D / 0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0 / Game2,circle_vote,No Werewolf,,True,False,,,"The public discussion provided significant detail regarding the mechanics of the night phase actions, particularly the Robber and Troublemaker swaps, but it failed to produce any conclusive evidence regarding who the Werewolves were. The players spent the majority of the day phase debating the validity of the swaps and the potential for collusion, rather than identifying a specific threat. Since no player was successfully identified as a Werewolf, and the game concluded with everyone dying, there is insufficient evidence to confidently name a target for elimination."
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-E4B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\0c2659db-7bd4-4b37-9b08-4e247befe382_Game4.json,run_1,stochastic,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,Game4,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game4,player_vote,Sukeshi,Sukeshi,False,True,Werewolf,Werewolf,"Based on the discussion, Sukeshi is the most likely Werewolf among the players who are tied for elimination. She was heavily scrutinized by Chris and James, who repeatedly suggested she was acting suspiciously or was a Werewolf (Lines 96, 106, 254). While she claimed to be the Hunter, her quiet demeanor and the intense focus on her role made her a prime target for Village players. Since the final vote resulted in a three-way tie (Sian, Sukeshi, Elliot), eliminating Sukeshi maximizes the chance of removing a Werewolf and securing a Village victory."
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-E4B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\0c2659db-7bd4-4b37-9b08-4e247befe382_Game5.json,run_1,stochastic,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,Game5,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game5,player_vote,Chris,Chris,False,True,Werewolf,Werewolf,"Elliot made the most direct and serious accusation of a Werewolf in the transcript, specifically stating that Chris is a Werewolf (lines 99 and 159). While many players engage in role-playing and deception, this accusation provides the strongest evidence of a targeted threat. To ensure Team Village wins, the priority must be eliminating a confirmed or highly suspected Werewolf. Therefore, Chris is the most logical choice for the vote."
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-E4B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\0c2659db-7bd4-4b37-9b08-4e247befe382_Game6.json,run_1,stochastic,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,Game6,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game6,player_vote,Elliot,Elliot,False,True,Werewolf,Werewolf,"Elliot is the most suspicious player due to their highly inconsistent claims regarding their role. They initially claimed to be the Doppelganger and Insomniac, but later attempted to deflect suspicion by suggesting they might be the Tanner. This pattern of claiming roles and then immediately being accused of lying suggests a deliberate attempt to confuse the group, which is a common tactic used by Werewolves. Furthermore, Elliot is the primary target of accusations from both James and Ashley, indicating a high level of distrust among the players."
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-E4B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\0c2659db-7bd4-4b37-9b08-4e247befe382_Game7.json,run_1,stochastic,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,Game7,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game7,player_vote,Sian,Sian,False,False,Minion,Seer,"The discussion was highly chaotic due to multiple role swaps (Troublemaker, Doppelganger, Robber), making definitive identification difficult. While Sukeshi made a self-incriminating statement about being a Werewolf, the transcript concludes with the voting phase. Chris explicitly states that Sian received two votes, indicating that Sian was the target of the majority vote. Following the observed conclusion of the public discussion, Sian is the player who was voted out."
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-E4B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\0c2659db-7bd4-4b37-9b08-4e247befe382_Game8.json,run_1,stochastic,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,Game8,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game8,player_vote,Sian,Sian,False,False,Tanner,Tanner,"Sian is the most suspicious player based on her behavior throughout the discussion. She remains consistently quiet and offers minimal input, even when directly questioned about her role (95, 115). This evasiveness, combined with the group's mounting suspicion, makes her the prime target for elimination. While her silence could indicate a Tanner, the collective momentum of the players strongly points toward her being the Werewolf that Team Village must eliminate to secure a win."
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-E4B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\0c2659db-7bd4-4b37-9b08-4e247befe382_Game9.json,run_1,stochastic,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,Game9,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game9,player_vote,Elliot,Elliot,False,False,Villager,Villager,"The discussion transcript indicates that the final vote resulted in a three-way tie among Ashley, Elliot, and Chris, meaning all three players would be eliminated. Based on the flow of suspicion, Elliot was heavily targeted by Sukeshi and James, who repeatedly suggested he was a Werewolf despite his claims of being a Villager. While role swapping makes definitive identification impossible, Elliot's quick volunteering of a Villager role and the strong suspicion directed at him make him the most logical choice among the tied players to eliminate."
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-E4B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce_Game10.json,run_1,stochastic,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game10,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game10,player_vote,Sean,Sean,False,True,Werewolf,Villager,"Sean exhibits the most inconsistent and suspicious behavior throughout the discussion, making him the prime suspect for a Werewolf. He initially claims to be a Villager, then claims to be the Tanner, and later admits to potentially being a Werewolf because of a Drunk role swap. While his claims are convoluted, this pattern of role shifting and self-incrimination is highly indicative of a Werewolf attempting to sow confusion. Voting him out maximizes the chance of eliminating a threat to Team Village."
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-E4B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce_Game11.json,run_1,stochastic,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game11,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game11,player_vote,Hunter,Hunter,False,False,Troublemaker,Troublemaker,"Hunter has been the most active and manipulative player in the discussion, repeatedly claiming the Troublemaker role and providing extremely detailed, convoluted accounts of card swapping. While the Troublemaker is a Village role, the level of self-serving narrative control and deflection of suspicion is highly characteristic of a Werewolf attempting to sow confusion. Jacob is also suspicious due to his uncertainty and admitting potential Werewolf status, but Hunter's persistent attempts to control the flow of information make him the primary target for elimination."
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-E4B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce_Game6.json,run_1,stochastic,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game6,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game6,player_vote,Hunter,Hunter,False,False,Villager,Villager,"Hunter provides the most significant and immediate contradiction in the transcript. He first claims to be a Villager (94), but later directly contradicts this by claiming, 'I am a werewolf' (96). This blatant inconsistency suggests he is actively misleading the group about his alignment. While Jacob makes strong claims as the Seer, his information is unverifiable, whereas Hunter's self-contradiction is a clear behavioral red flag. Therefore, Hunter is the most likely candidate to be a Werewolf or a deceptive player attempting to sow doubt."
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-E4B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce_Game7.json,run_1,stochastic,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game7,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game7,player_vote,Sean,Sean,False,True,Werewolf,Seer,"Sean is the most suspicious player based on the transcript, primarily because Jacob directly accuses him of 'outing himself' in the final moments of the discussion. While Hunter was involved in a complex card swap, he was ultimately identified as the Troublemaker, a Village role. Sean's claims about Hunter being a werewolf, followed by an explanation involving a card switch, could be a deliberate misdirection. Given the high level of deception in the game, the direct accusation against Sean provides the strongest rationale for targeting him as a potential Werewolf."
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-E4B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce_Game8.json,run_1,stochastic,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game8,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game8,player_vote,Zack,Zack,False,True,Werewolf,Robber,"The transcript provides a clear moment where Hunter, who appears to be acting as a Village-aligned player, identifies Zack as the Werewolf. Hunter stated directly, 'I hate to tell you, but you're now the werewolf' (Line 71). Given that Team Village wins by eliminating a Werewolf, and Zack has been explicitly identified as holding that role, he is the primary target. Despite the possibility of deception, this direct identification provides the strongest evidence available in the public discussion."
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-E4B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce_Game9.json,run_1,stochastic,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game9,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game9,player_vote,Sean,Sean,False,False,Villager,Villager,"Jacob repeatedly targets Sean, accusing him of being the Robber who switched roles with Zack, who was initially identified as the Werewolf. While Jacob's entire line of reasoning is complex and relies on unverified swaps, Sean is the player most consistently implicated in the discussion regarding the Werewolf role. His insistence on being a Villager, despite the heavy suspicion cast upon him, makes him the most logical target based on the public accusations. Therefore, eliminating Sean is the most direct path toward fulfilling Team Village's goal of eliminating a Werewolf."
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-E4B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\2ba4023c-a8bf-43ad-ad5a-80ba222ce990_Game10.json,run_1,stochastic,Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game10,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game10,player_vote,Tyler,Tyler,False,True,Werewolf,Werewolf,"Tyler is the most aggressive and complexly deceptive player in the discussion, making him the primary suspect. He repeatedly engages in elaborate double-bluffs, accusing others (like Margaret and Erin) of being Werewolves while simultaneously being accused himself. His focus on intricate role-swapping narratives and deflection tactics suggests a strong effort to mislead the group. Given the high level of suspicion directed at him, he represents the most probable target for Team Village to eliminate."
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-E4B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\2ba4023c-a8bf-43ad-ad5a-80ba222ce990_Game6.json,run_1,stochastic,Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game6,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game6,player_vote,Clint,Clint,False,True,Werewolf,Werewolf,"The discussion shows a clear and growing suspicion directed at Clint, who is repeatedly accused of being a Werewolf. Clint initially made a highly suspicious claim that 'Everyone else is a Werewolf' (Line 15), which is characteristic of a Werewolf trying to mislead the group. While Tyler is also evasive about his Seer findings, the majority of the players, including Margaret and Erin, ultimately converge on the belief that Clint is the primary threat. Based on the collective suspicion and the pattern of deception, Clint is the most likely Werewolf to eliminate for Team Village."
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-E4B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\2ba4023c-a8bf-43ad-ad5a-80ba222ce990_Game7.json,run_1,stochastic,Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game7,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game7,circle_vote,No Werewolf,,True,False,,,"The public discussion is highly speculative and centers around complex role swaps (Robber, Troublemaker, Drunk), making definitive role identification impossible. While players accuse each other of being Werewolves, these accusations are based on perceived behavior or confusing narratives about card movements, not verifiable facts. As an external observer with no access to private role information, I cannot confidently pinpoint who holds the Werewolf card. Therefore, I cannot justify eliminating a specific player."
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-E4B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\2ba4023c-a8bf-43ad-ad5a-80ba222ce990_Game8.json,run_1,stochastic,Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game8,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game8,player_vote,Tyler,Tyler,False,True,Werewolf,Werewolf,"Tyler is the most suspicious player based on his handling of role information. He claimed to have been the Robber and then swapped to the Insomniac, and subsequently claimed knowledge of Clint's previous role. This complex narrative was immediately challenged by Erin, leading Margaret to accuse him of lying, which she interpreted as evidence of being a Werewolf. While Erin is heavily targeted, Tyler's aggressive and convoluted claims about role changes suggest a strong attempt to manipulate the narrative, a common tactic used by Werewolves."
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-E4B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\2ba4023c-a8bf-43ad-ad5a-80ba222ce990_Game9.json,run_1,stochastic,Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game9,Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game9,player_vote,Tyler,Tyler,False,True,Werewolf,Werewolf,"The discussion contains numerous conflicting role claims, indicating that deception is likely present. Both Tyler and Erin are heavily targeted, but Tyler has been directly accused of being a Werewolf by both Margaret and Erin (135, 133). Furthermore, Tyler's narrative shifts—claiming to be a Drunk, then denying being a Werewolf, and then reaffirming his Drunk status—suggests a pattern of attempting to manage suspicion. Given the strong accusations against him, Tyler is the most probable target to eliminate to secure a Village victory."
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-E4B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\324bccd2-adff-4e9a-8ff4-03491e144ac3_Game1.json,run_1,stochastic,Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game1,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,player_vote,Hunter,Hunter,False,True,Werewolf,Villager,"The discussion is highly chaotic, suggesting a test run where roles and information are unstable. However, Hunter is the most active participant in debating the mechanics of deception, role swaps, and the potential presence of multiple Werewolves. This intense focus on the game's complexity and the possibility of others lying makes Hunter the most suspicious player in the absence of clear evidence. To maximize the chance of Team Village winning, the vote should target the player who is most aggressively driving the meta-discussion and challenging the group's assumptions."
C:\Users\annab\Documents\GitHub\masters_thesis_sdg\results\voting\unsloth_gemma-4-E4B-it-unsloth-bnb-4bit\prompt_v4_run_1\Ego4D\324bccd2-adff-4e9a-8ff4-03491e144ac3_Game2.json,run_1,stochastic,Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game2,Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game2,player_vote,Hunter,Hunter,False,False,Seer,Werewolf,"Hunter provides the most incriminating statement in the transcript when he suggests, 'If we are being completely honest, I was the werewolf' (62). While this could be a bluff, it is a direct admission of potential guilt, which is a strong indicator of a Werewolf attempting to deflect suspicion. Jacob, who claims to be the Troublemaker, is highly suspicious, but Hunter's statement is more directly related to the core conflict of the game (Werewolf status). To maximize the chance of Team Village winning, eliminating the player who has admitted to being a Werewolf is the most logical choice."
